Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt-To-Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code,RiskScoreMA50
6500.0,2007-12-18,other,683.0,31.12%,784xx,TX,2 years,0.0,588.1276595744681
6800.0,2007-12-18,steven6530,618.0,23.37%,212xx,MD,< 1 year,0.0,585.8297872340426
500.0,2007-12-18,JohnC,0.0,0%,322xx,FL,1 year,0.0,571.9574468085107
10000.0,2007-12-18,tkeck99,631.0,62.32%,773xx,TX,4 years,0.0,571.1702127659574
13500.0,2007-12-18,major_purchase,643.0,0%,027xx,MA,2 years,0.0,570.1914893617021
2500.0,2007-12-18,actingbiz,516.0,25.07%,917xx,CA,4 years,0.0,572.6382978723404
25000.0,2007-12-18,legacyeng,0.0,0%,107xx,NY,3 years,0.0,559.9787234042553
2000.0,2007-12-18,frankey2002,566.0,2.86%,200xx,DC,1 year,0.0,557.936170212766
7000.0,2007-12-18,borntoachievegreatness,412.0,13.34%,481xx,MI,5 years,0.0,558.3829787234042
21000.0,2007-12-18,debt_consolidation,688.0,41.93%,760xx,TX,10+ years,0.0,561.0833333333334
7500.0,2007-12-19,Debt consolidation and home improvement!,532.0,13.94%,253xx,WV,10+ years,0.0,532.0
5000.0,2007-12-19,sassykat944,472.0,22.36%,454xx,OH,< 1 year,0.0,502.0
1000.0,2007-12-19,Cruisin Crazy,499.0,11.06%,782xx,TX,7 years,0.0,501.0
15000.0,2007-12-19,2Tall1964,425.0,0.41%,283xx,NC,6 years,0.0,482.0
2000.0,2007-12-19,bobdole,627.0,23.19%,712xx,LA,4 years,0.0,511.0
4000.0,2007-12-19,Furnace/AC,782.0,9.35%,775xx,TX,9 years,0.0,556.1666666666666
800.0,2007-12-19,imp007,434.0,12.09%,124xx,NY,2 years,0.0,538.7142857142857
2500.0,2007-12-19,CGI,564.0,13.5%,381xx,TN,1 year,0.0,541.875
5000.0,2007-12-19,bama4ever,483.0,0%,352xx,AL,5 years,0.0,535.3333333333334
14000.0,2007-12-19,debt_consolidation,730.0,47.62%,681xx,NE,7 years,0.0,554.8
1000.0,2007-12-19,sherry,0.0,0%,763xx,TX,10+ years,0.0,504.3636363636364
500.0,2007-12-19,lynise,442.0,0%,171xx,PA,1 year,0.0,499.1666666666667
7000.0,2007-12-19,fuzzy,570.0,9.32%,156xx,PA,6 years,0.0,504.61538461538464
13604.0,2007-12-19,debt_consolidation,626.0,19.47%,770xx,TX,3 years,0.0,513.2857142857143
15000.0,2007-12-19,HARRY POTTER,532.0,49.13%,081xx,NJ,10+ years,0.0,514.5333333333333
7500.0,2007-12-19,juwelb,636.0,4.66%,222xx,VA,10+ years,0.0,522.125
25000.0,2007-12-19,needloan,669.0,39.89%,913xx,CA,2 years,0.0,530.7647058823529
2000.0,2007-12-19,jyemaster,466.0,9.55%,458xx,OH,10+ years,0.0,527.1666666666666
1500.0,2007-12-19,rclem18,528.0,15.02%,024xx,MA,10+ years,0.0,527.2105263157895
1250.0,2007-12-19,Audwey,426.0,36%,922xx,CA,2 years,0.0,522.15
5000.0,2007-12-19,jamiepaul11,533.0,0%,021xx,MA,< 1 year,0.0,522.6666666666666
2500.0,2007-12-19,plowery,540.0,3.27%,394xx,MS,< 1 year,0.0,523.4545454545455
2000.0,2007-12-19,oceanlakes1964,508.0,35.09%,272xx,NC,2 years,0.0,522.7826086956521
5000.0,2007-12-19,other,622.0,21.63%,752xx,TX,6 years,0.0,526.9166666666666
5000.0,2007-12-19,debt_consolidation,"",100%,917xx,CA,2 years,0.0,526.9166666666666
5000.0,2007-12-19,biloxi72,629.0,19.55%,760xx,TX,< 1 year,0.0,531.0
25000.0,2007-12-19,GRANNYPEG,524.0,6.6%,507xx,IA,10+ years,0.0,530.7307692307693
500.0,2007-12-19,mustilidaefuro,474.0,27.47%,265xx,WV,< 1 year,0.0,528.6296296296297
5000.0,2007-12-19,ispyguy24,634.0,19.47%,956xx,CA,7 years,0.0,532.3928571428571
13500.0,2007-12-19,starbright,439.0,0.8%,897xx,NV,< 1 year,0.0,529.1724137931035
8175.0,2007-12-19,personal loan,691.0,2.82%,923xx,CA,5 years,0.0,534.5666666666667
8000.0,2007-12-19,lsds,524.0,0%,657xx,MO,< 1 year,0.0,534.2258064516129
2100.0,2007-12-19,debt_consolidation,730.0,101.27%,113xx,NY,< 1 year,0.0,540.34375
25000.0,2007-12-19,irese,780.0,0.97%,921xx,CA,2 years,0.0,547.6060606060606
6000.0,2007-12-19,akopera1067,554.0,3.75%,346xx,FL,1 year,0.0,547.7941176470588
24000.0,2007-12-19,debt consolidation,754.0,0.84%,852xx,AZ,2 years,0.0,553.6857142857143
12000.0,2007-12-19,major purchase,685.0,0.78%,853xx,AZ,1 year,0.0,557.3333333333334
3000.0,2007-12-19,anishclem,451.0,11.61%,932xx,CA,10+ years,0.0,554.4594594594595
10800.0,2007-12-19,anniee,549.0,122.18%,920xx,CA,< 1 year,0.0,554.3157894736842
18000.0,2007-12-19,Web Entrepreneur Business Expansion Fund,648.0,17.93%,980xx,WA,3 years,0.0,556.7179487179487
2000.0,2007-12-19,other,668.0,36.2%,762xx,TX,6 years,0.0,559.5
12000.0,2007-12-19,debt_consolidation,704.0,41.21%,794xx,TX,4 years,0.0,563.0243902439024
10000.0,2007-12-19,MagicGirl,666.0,32.41%,088xx,NJ,2 years,0.0,565.4761904761905
15000.0,2007-12-19,Martkee,561.0,14.03%,945xx,CA,1 year,0.0,565.3720930232558
600.0,2007-12-19,kabotabob,474.0,5.52%,148xx,NY,4 years,0.0,563.2954545454545
15000.0,2007-12-20,debt_consolidation,692.0,101.5%,324xx,FL,< 1 year,0.0,692.0
550.0,2007-12-20,DEADMAN22NC,0.0,0%,281xx,NC,2 years,0.0,346.0
15000.0,2007-12-20,debt_consolidation,"",100%,945xx,CA,10+ years,0.0,346.0
20000.0,2007-12-20,debt_consolidation,696.0,27.8%,750xx,TX,4 years,0.0,462.6666666666667
3000.0,2007-12-20,goodlender78,469.0,20.16%,543xx,WI,5 years,0.0,464.25
25000.0,2007-12-20,Kimerly333,677.0,42.48%,435xx,OH,10+ years,0.0,506.8
12000.0,2007-12-20,debt_consolidation,658.0,2.39%,278xx,NC,8 years,0.0,532.0
25000.0,2007-12-20,Open a nail salon store,712.0,0.69%,111xx,NY,4 years,0.0,557.7142857142857
15000.0,2007-12-20,peaselove,564.0,32.18%,338xx,FL,1 year,0.0,558.5
5000.0,2007-12-20,Deb,598.0,3626400%,750xx,TX,< 1 year,0.0,562.8888888888889
7000.0,2007-12-20,lakegirl5,514.0,15.87%,644xx,MO,2 years,0.0,558.0
20000.0,2007-12-20,other,716.0,9.64%,285xx,NC,6 years,0.0,572.3636363636364
2000.0,2007-12-20,o9barbiedawl,661.0,16.67%,480xx,MI,< 1 year,0.0,579.75
1000.0,2007-12-20,jason04,517.0,17.11%,086xx,NJ,2 years,0.0,574.9230769230769
12000.0,2007-12-20,debt_consolidation,754.0,34.17%,145xx,NY,10+ years,0.0,587.7142857142857
5000.0,2007-12-20,debt_consolidation,"",100%,071xx,NJ,4 years,0.0,587.7142857142857
1500.0,2007-12-20,wndestiny,421.0,0.77%,918xx,CA,1 year,0.0,576.6
5000.0,2007-12-20,kwag,588.0,37.88%,644xx,MO,10+ years,0.0,577.3125
3000.0,2007-12-20,Blairza,566.0,15.55%,954xx,CA,7 years,0.0,576.6470588235294
25000.0,2007-12-20,softbl12,666.0,33.17%,618xx,IL,6 years,0.0,581.6111111111111
11500.0,2007-12-20,tommy Kaye,616.0,45.62%,740xx,OK,1 year,0.0,583.421052631579
2000.0,2007-12-20,sunshinegirl0311,594.0,6.13%,379xx,TN,1 year,0.0,583.95
1000.0,2007-12-20,wolfwrangler45,466.0,0%,606xx,IL,10+ years,0.0,578.3333333333334
5000.0,2007-12-20,other,538.0,16.6%,750xx,TX,10+ years,0.0,576.5
500.0,2007-12-20,malonis17104,513.0,0%,171xx,PA,< 1 year,0.0,573.7391304347826
10000.0,2007-12-20,debt_consolidation,643.0,12.12%,972xx,OR,1 year,0.0,576.625
10000.0,2007-12-20,hubert51,642.0,0%,338xx,FL,10+ years,0.0,579.24
10000.0,2007-12-20,jglass88,625.0,8.8%,326xx,FL,< 1 year,0.0,581.0
2500.0,2007-12-20,stl55,541.0,0%,726xx,AR,10+ years,0.0,579.5185185185185
10000.0,2007-12-20,debt_consolidation,"",100%,923xx,CA,< 1 year,0.0,579.5185185185185
3500.0,2007-12-20,debt_consolidation,635.0,8.08%,114xx,NY,10+ years,0.0,581.5
1500.0,2007-12-20,im2gr82b4gotten,599.0,8%,144xx,NY,< 1 year,0.0,582.1034482758621
15000.0,2007-12-20,other,662.0,24.29%,708xx,LA,6 years,0.0,584.7666666666667
11000.0,2007-12-20,debt_consolidation,"",100%,328xx,FL,2 years,0.0,584.7666666666667
10000.0,2007-12-20,Debt Consolidation Loan,689.0,19.44%,405xx,KY,10+ years,0.0,588.1290322580645
3000.0,2007-12-20,personal loan,674.0,1.38%,328xx,FL,2 years,0.0,590.8125
1000.0,2007-12-20,asayoel,0.0,0%,212xx,MD,9 years,0.0,572.9090909090909
15000.0,2007-12-20,Mary,702.0,26.5%,809xx,CO,< 1 year,0.0,576.7058823529412
10000.0,2007-12-20,coachhanna,430.0,2.42%,144xx,NY,7 years,0.0,572.5142857142857
3000.0,2007-12-20,Personal Loan,677.0,0%,770xx,TX,1 year,0.0,575.4166666666666
5000.0,2007-12-20,mailady,479.0,4.19%,211xx,MD,10+ years,0.0,572.8108108108108
2600.0,2007-12-20,seanc2k,422.0,65.32%,921xx,CA,< 1 year,0.0,568.8421052631579
2000.0,2007-12-20,exgar01,426.0,26.36%,945xx,CA,10+ years,0.0,565.1794871794872
1500.0,2007-12-20,emc2121,0.0,0%,941xx,CA,< 1 year,0.0,551.05
2000.0,2007-12-20,Laurel07,490.0,45.45%,947xx,CA,< 1 year,0.0,549.560975609756
1500.0,2007-12-20,cabrio,742.0,42.98%,945xx,CA,10+ years,0.0,554.1428571428571
1000.0,2007-12-21,I lost time at work due to injury. I am looking to play catch up on some bills...if you can actually do that with 3 kids!!!,557.0,9.28%,535xx,WI,3 years,0.0,557.0
2500.0,2007-12-21,Misslarajones,524.0,4.66%,900xx,CA,1 year,0.0,540.5
15000.0,2007-12-21,CREDIT CARD CONSOLIDATION,694.0,0.42%,917xx,CA,6 years,0.0,591.6666666666666
15000.0,2007-12-21,taxguy,660.0,15.73%,834xx,ID,2 years,0.0,608.75
3000.0,2007-12-21,datageek,630.0,38.86%,452xx,OH,10+ years,0.0,613.0
7500.0,2007-12-21,Stability,614.0,19.98%,070xx,NJ,< 1 year,0.0,613.1666666666666
1000.0,2007-12-21,SessyJessy87,467.0,3.42%,331xx,FL,< 1 year,0.0,592.2857142857143
5000.0,2007-12-21,other,685.0,31.53%,681xx,NE,7 years,0.0,603.875
8000.0,2007-12-21,cogito,503.0,1.12%,210xx,MD,< 1 year,0.0,592.6666666666666
3100.0,2007-12-21,Meredosiagal,497.0,48%,626xx,IL,10+ years,0.0,583.1
7500.0,2007-12-21,need4money,547.0,29.26%,918xx,CA,3 years,0.0,579.8181818181819
2000.0,2007-12-21,Ryno50,551.0,0%,875xx,NM,4 years,0.0,577.4166666666666
7000.0,2007-12-21,debt_consolidation,"",100%,945xx,CA,2 years,0.0,577.4166666666666
3000.0,2007-12-21,cebkrantz,598.0,0%,241xx,VA,3 years,0.0,579.0
11000.0,2007-12-21,mjfullback,632.0,92.77%,331xx,FL,3 years,0.0,582.7857142857143
1000.0,2007-12-21,jageallis,560.0,7.98%,600xx,IL,2 years,0.0,581.2666666666667
2000.0,2007-12-21,krnbby84,464.0,0%,900xx,CA,1 year,0.0,573.9375
5000.0,2007-12-21,jengstro,620.0,9.88%,971xx,OR,1 year,0.0,576.6470588235294
2500.0,2007-12-21,bettyboop,497.0,4.6%,945xx,CA,10+ years,0.0,572.2222222222222
10000.0,2007-12-21,Mvoelker,587.0,2.91%,950xx,CA,< 1 year,0.0,573.0
12750.0,2007-12-21,Help pay for Real Estate Education,658.0,15.74%,891xx,NV,3 years,0.0,577.25
20000.0,2007-12-21,major_purchase,"",100%,800xx,CO,1 year,0.0,577.25
1700.0,2007-12-21,RyanRov,566.0,14.46%,934xx,CA,< 1 year,0.0,576.7142857142857
1500.0,2007-12-21,other,617.0,0.63%,954xx,CA,10+ years,0.0,578.5454545454545
11000.0,2007-12-21,debt_consolidation,634.0,56.8%,770xx,TX,4 years,0.0,580.9565217391304
4000.0,2007-12-21,Pay off a credit card with 27% APR,618.0,14.76%,908xx,CA,1 year,0.0,582.5
4250.0,2007-12-21,carib7334,458.0,11.6%,325xx,FL,2 years,0.0,577.52
20000.0,2007-12-21,borrowerlend,651.0,6.33%,605xx,IL,3 years,0.0,580.3461538461538
500.0,2007-12-21,wallyboy,546.0,0%,941xx,CA,2 years,0.0,579.074074074074
7800.0,2007-12-21,Paying down credit cards with high rate,676.0,28.34%,891xx,NV,4 years,0.0,582.5357142857143
12000.0,2007-12-21,nayrb5,603.0,18.53%,603xx,IL,< 1 year,0.0,583.2413793103449
500.0,2007-12-21,Jose163,0.0,10.91%,088xx,NJ,1 year,0.0,563.8
6000.0,2007-12-21,Funeral and related expenses.,684.0,14.85%,114xx,NY,8 years,0.0,567.6774193548387
5000.0,2007-12-21,Adrock,653.0,0.65%,152xx,PA,3 years,0.0,570.34375
5000.0,2007-12-21,other,"",100%,935xx,CA,10+ years,0.0,570.34375
25000.0,2007-12-21,hardworker2008,617.0,41.84%,945xx,CA,8 years,0.0,571.7575757575758
7000.0,2007-12-22,Billiards hall working capital,628.0,23.63%,931xx,CA,9 years,0.0,628.0
14000.0,2007-12-22,debt_consolidation,705.0,22.42%,275xx,NC,1 year,0.0,666.5
18000.0,2007-12-22,debt_consolidation,697.0,13.76%,985xx,WA,2 years,0.0,676.6666666666666
17000.0,2007-12-22,major_purchase,"",100%,770xx,TX,10+ years,0.0,676.6666666666666
6300.0,2007-12-22,Lower interest rate on credit card.,709.0,28.01%,674xx,KS,10+ years,0.0,684.75
20000.0,2007-12-22,debt_consolidation,734.0,28.47%,683xx,NE,10+ years,0.0,694.6
6500.0,2007-12-22,jrobinson,435.0,12.66%,946xx,CA,1 year,0.0,651.3333333333334
24500.0,2007-12-22,cheephomes,659.0,2.71%,441xx,OH,2 years,0.0,652.4285714285714
19000.0,2007-12-22,debt_consolidation,690.0,21.66%,103xx,NY,10+ years,0.0,657.125
8000.0,2007-12-22,Implants,773.0,0%,989xx,WA,4 years,0.0,670.0
3000.0,2007-12-22,kristamc,616.0,6.78%,972xx,OR,4 years,0.0,664.6
2000.0,2007-12-22,bchockey47,471.0,2.85%,551xx,MN,< 1 year,0.0,647.0
19275.0,2007-12-22,"\"Need a hand \"\"not a hand out!\"\"\"",656.0,2.2%,770xx,TX,3 years,0.0,647.75
20000.0,2007-12-22,debt_consolidation,"",100%,980xx,WA,10+ years,0.0,647.75
2500.0,2007-12-22,ladyc0320,464.0,4.44%,917xx,CA,5 years,0.0,633.6153846153846
2000.0,2007-12-22,Patrick85,572.0,22.17%,322xx,FL,4 years,0.0,629.2142857142857
21000.0,2007-12-22,other,702.0,29.41%,664xx,KS,4 years,0.0,634.0666666666667
2500.0,2007-12-22,lymorgan,470.0,0%,105xx,NY,1 year,0.0,623.8125
3000.0,2007-12-22,dustin052084,536.0,20.05%,503xx,IA,1 year,0.0,618.6470588235294
25000.0,2007-12-22,Joeysmom,615.0,15.44%,945xx,CA,10+ years,0.0,618.4444444444445
18500.0,2007-12-22,runner up,668.0,12.13%,784xx,TX,1 year,0.0,621.0526315789474
500.0,2007-12-22,ih8evrythng,468.0,0%,750xx,TX,< 1 year,0.0,613.4
2500.0,2007-12-22,Aime,690.0,17.95%,075xx,NJ,1 year,0.0,617.047619047619
1500.0,2007-12-22,robhel,554.0,19.54%,976xx,CA,7 years,0.0,614.1818181818181
4000.0,2007-12-22,other,711.0,8.2%,641xx,MO,< 1 year,0.0,618.3913043478261
3200.0,2007-12-22,Consolodation Credit Cards,658.0,28.97%,085xx,NJ,1 year,0.0,620.0416666666666
2500.0,2007-12-22,musashi73,463.0,0%,980xx,WA,< 1 year,0.0,613.76
15000.0,2007-12-23,cgbuilding,626.0,54.96%,371xx,TN,10+ years,0.0,626.0
3000.0,2007-12-23,debt_consolidation,665.0,60.94%,019xx,MA,10+ years,0.0,645.5
500.0,2007-12-23,bikebuster77,504.0,4.5%,224xx,VA,< 1 year,0.0,598.3333333333334
20000.0,2007-12-23,silverliebt,702.0,34.4%,931xx,CA,4 years,0.0,624.25
25000.0,2007-12-23,mchristianson1976,437.0,0%,604xx,IL,10+ years,0.0,586.8
12000.0,2007-12-23,debt_consolidation,709.0,39.78%,141xx,NY,10+ years,0.0,607.1666666666666
2000.0,2007-12-23,Teeuh0203,509.0,5.27%,767xx,TX,2 years,0.0,593.1428571428571
5000.0,2007-12-23,rdirjan44,618.0,15.6%,151xx,PA,2 years,0.0,596.25
10000.0,2007-12-23,musicsyn,637.0,23.83%,400xx,KY,10+ years,0.0,600.7777777777778
6000.0,2007-12-23,pitt.transplant,678.0,19.12%,152xx,PA,2 years,0.0,608.5
5000.0,2007-12-23,iamlowther,0.0,1.5%,043xx,ME,2 years,0.0,553.1818181818181
7000.0,2007-12-23,Trader321,0.0,0%,940xx,CA,< 1 year,0.0,507.0833333333333
5000.0,2007-12-23,Amazing investment home!,684.0,31.6%,949xx,CA,9 years,0.0,520.6923076923077
8000.0,2007-12-23,LeeLee,488.0,0%,100xx,NY,< 1 year,0.0,518.3571428571429
10000.0,2007-12-23,BigBoss,622.0,17.82%,891xx,NV,3 years,0.0,525.2666666666667
10000.0,2007-12-23,mranderson,534.0,0%,981xx,WA,2 years,0.0,525.8125
25000.0,2007-12-24,handsontherapist,616.0,15.1%,434xx,OH,5 years,0.0,616.0
25000.0,2007-12-24,hometowntherapist,587.0,10.98%,434xx,OH,3 years,0.0,601.5
1500.0,2007-12-24,sk8raver,614.0,13.52%,337xx,FL,4 years,0.0,605.6666666666666
15000.0,2007-12-24,Kaitlins Heart Foundatio,544.0,1.8%,485xx,MI,1 year,0.0,590.25
2000.0,2007-12-24,major_purchase,610.0,0%,917xx,CA,4 years,0.0,594.2
20000.0,2007-12-24,robert_rimcountry,550.0,7.95%,852xx,AZ,< 1 year,0.0,586.8333333333334
5000.0,2007-12-24,"I would like to request a small loan to consolidate all my debts. I don't have many bills, but I have fallen behind and see know way out of it except for getting a loan. I do have a good amount of medical bills , but if I am making monthly payments I can stay on track that way.",549.0,0%,019xx,MA,10+ years,0.0,581.4285714285714
10000.0,2007-12-24,windy1,513.0,18.6%,424xx,KY,< 1 year,0.0,572.875
10000.0,2007-12-24,ddhmoney,640.0,24.46%,342xx,FL,< 1 year,0.0,580.3333333333334
10000.0,2007-12-24,bigfanof12,529.0,4.52%,371xx,TN,< 1 year,0.0,575.2
7500.0,2007-12-24,bamadad37,611.0,29.66%,395xx,MS,2 years,0.0,578.4545454545455
1300.0,2007-12-24,williams,578.0,0.92%,857xx,AZ,< 1 year,0.0,578.4166666666666
15000.0,2007-12-24,debt consildation and invest.,697.0,5.33%,222xx,VA,< 1 year,0.0,587.5384615384615
5500.0,2007-12-24,hlstarkey,528.0,0%,683xx,NE,1 year,0.0,583.2857142857143
2000.0,2007-12-24,olliemag,520.0,0%,920xx,CA,< 1 year,0.0,579.0666666666667
6000.0,2007-12-24,Funeral Expense,655.0,13.73%,984xx,WA,10+ years,0.0,583.8125
10000.0,2007-12-24,debt_consolidation,696.0,17.58%,142xx,NY,4 years,0.0,590.4117647058823
9000.0,2007-12-24,trekhi,510.0,12.94%,495xx,MI,1 year,0.0,585.9444444444445
10000.0,2007-12-24,Mi6xx,590.0,50.8%,604xx,IL,< 1 year,0.0,586.1578947368421
6000.0,2007-12-24,Charles1014,588.0,0.61%,837xx,ID,10+ years,0.0,586.25
1000.0,2007-12-24,RHill,485.0,0%,215xx,MD,9 years,0.0,581.4285714285714
2500.0,2007-12-24,cshetter,565.0,18.12%,274xx,NC,< 1 year,0.0,580.6818181818181
3000.0,2007-12-24,ittgrad02,453.0,46.49%,787xx,TX,< 1 year,0.0,575.1304347826087
5000.0,2007-12-24,fluffyx,634.0,9%,303xx,GA,< 1 year,0.0,577.5833333333334
3000.0,2007-12-24,tammyag2003,478.0,14.67%,787xx,TX,< 1 year,0.0,573.6
5000.0,2007-12-24,cjh104,479.0,4.25%,395xx,MS,10+ years,0.0,569.9615384615385
7200.0,2007-12-25,Personal Loan,667.0,8.95%,951xx,CA,2 years,0.0,667.0
6000.0,2007-12-25,Alex D,511.0,3.13%,787xx,TX,1 year,0.0,589.0
17000.0,2007-12-25,debt_consolidation,701.0,31.43%,452xx,OH,6 years,0.0,626.3333333333334
6000.0,2007-12-25,pjspe,604.0,0.55%,194xx,PA,1 year,0.0,620.75
20825.0,2007-12-25,Medical,646.0,8.49%,935xx,CA,4 years,0.0,625.8
19000.0,2007-12-25,debt_consolidation,716.0,22.54%,021xx,MA,3 years,0.0,640.8333333333334
25000.0,2007-12-25,TSONG,509.0,10.3%,076xx,NJ,2 years,0.0,622.0
10000.0,2007-12-25,packfans2,478.0,11.78%,547xx,WI,8 years,0.0,604.0
1500.0,2007-12-25,bebeking79,441.0,0.55%,787xx,TX,< 1 year,0.0,585.8888888888889
700.0,2007-12-25,piolinn,471.0,43.84%,954xx,CA,< 1 year,0.0,574.4
2000.0,2007-12-25,barber777,773.0,0%,805xx,CO,2 years,0.0,592.4545454545455
500.0,2007-12-25,startingout,0.0,0%,166xx,PA,2 years,0.0,543.0833333333334
10000.0,2007-12-25,mg07,530.0,0%,785xx,TX,5 years,0.0,542.0769230769231
3000.0,2007-12-25,euroallday,450.0,0.95%,600xx,IL,3 years,0.0,535.5
5000.0,2007-12-25,fahadshahid,560.0,21.12%,112xx,NY,< 1 year,0.0,537.1333333333333
15000.0,2007-12-25,cristoffers_dad,589.0,9.38%,532xx,WI,< 1 year,0.0,540.375
1000.0,2007-12-25,Honeymom,585.0,25%,940xx,CA,< 1 year,0.0,543.0
10000.0,2007-12-26,WISEMAN1,635.0,105.47%,787xx,TX,2 years,0.0,635.0
25000.0,2007-12-26,dwayneblazer,606.0,22.06%,338xx,FL,5 years,0.0,620.5
20000.0,2007-12-26,debt_consolidation,703.0,15.68%,109xx,NY,1 year,0.0,648.0
8000.0,2007-12-26,g2ymw,584.0,15.11%,150xx,PA,5 years,0.0,632.0
10000.0,2007-12-26,djnvs,687.0,15.75%,750xx,TX,10+ years,0.0,643.0
15000.0,2007-12-26,Bev,552.0,12.59%,612xx,IL,10+ years,0.0,627.8333333333334
14000.0,2007-12-26,marcie,425.0,24.85%,306xx,GA,4 years,0.0,598.8571428571429
10000.0,2007-12-26,tkl1871,535.0,30.41%,492xx,MI,8 years,0.0,590.875
25000.0,2007-12-26,jmurphy,511.0,89.02%,786xx,TX,10+ years,0.0,582.0
3000.0,2007-12-26,ccandzacjul,603.0,22.03%,030xx,NH,< 1 year,0.0,584.1
7000.0,2007-12-26,sunkist777,543.0,22.04%,021xx,MA,1 year,0.0,580.3636363636364
11150.0,2007-12-26,rihen,731.0,27.64%,762xx,TX,< 1 year,0.0,592.9166666666666
500.0,2007-12-26,docinthemaking,447.0,22.82%,787xx,TX,< 1 year,0.0,581.6923076923077
2500.0,2007-12-26,MacJacksonB,600.0,29.89%,247xx,WV,< 1 year,0.0,583.0
25000.0,2007-12-26,trevorg,462.0,17.77%,654xx,MO,3 years,0.0,574.9333333333333
20000.0,2007-12-26,Debt consolidation,698.0,6.28%,941xx,CA,2 years,0.0,582.625
10000.0,2007-12-26,insman411,677.0,48.87%,302xx,GA,3 years,0.0,588.1764705882352
2000.0,2007-12-26,kendawg1,470.0,22.91%,802xx,CO,4 years,0.0,581.6111111111111
3000.0,2007-12-26,nedabreak,441.0,2.75%,787xx,TX,7 years,0.0,574.2105263157895
10500.0,2007-12-26,Credit Card Payoff,745.0,26.81%,800xx,CO,10+ years,0.0,582.75
15000.0,2007-12-26,debt_consolidation,671.0,26.39%,633xx,MO,< 1 year,0.0,586.952380952381
9000.0,2007-12-26,dramaqueen124,629.0,11.53%,571xx,SD,2 years,0.0,588.8636363636364
20000.0,2007-12-26,major_purchase,669.0,38.19%,153xx,PA,< 1 year,0.0,592.3478260869565
4800.0,2007-12-26,Daughter's Sweet Fifteen,643.0,0.83%,606xx,IL,10+ years,0.0,594.4583333333334
12000.0,2007-12-26,debt_consolidation,724.0,32.09%,601xx,IL,1 year,0.0,599.64
3000.0,2007-12-26,rgrinder,610.0,32.46%,890xx,NV,2 years,0.0,600.0384615384615
4500.0,2007-12-26,JChristine76,586.0,17.71%,300xx,GA,1 year,0.0,599.5185185185185
25000.0,2007-12-26,mrfoosnoodleshop,786.0,45.05%,100xx,NY,1 year,0.0,606.1785714285714
18000.0,2007-12-26,debt_consolidation,673.0,13.73%,497xx,MI,3 years,0.0,608.4827586206897
10000.0,2007-12-26,itspeacock,0.0,3.37%,339xx,FL,< 1 year,0.0,588.2
7500.0,2007-12-26,PACFDAWORLD,590.0,13.25%,708xx,LA,< 1 year,0.0,588.258064516129
20000.0,2007-12-26,debt_consolidation,678.0,31.05%,544xx,WI,4 years,0.0,591.0625
10000.0,2007-12-26,enya,496.0,0%,322xx,FL,10+ years,0.0,588.1818181818181
1500.0,2007-12-26,aelli614,526.0,0%,770xx,TX,< 1 year,0.0,586.3529411764706
14000.0,2007-12-26,debt_consolidation,697.0,31.63%,121xx,NY,10+ years,0.0,589.5142857142857
8000.0,2007-12-26,firstamerica,572.0,9.46%,415xx,KY,< 1 year,0.0,589.0277777777778
22000.0,2007-12-26,other,713.0,34.45%,104xx,NY,2 years,0.0,592.3783783783783
12000.0,2007-12-26,jamaica joe,665.0,32.46%,433xx,OH,3 years,0.0,594.2894736842105
18000.0,2007-12-26,debt_consolidation,672.0,26.41%,631xx,MO,5 years,0.0,596.2820512820513
18300.0,2007-12-26,debt_consolidation,660.0,24.76%,752xx,TX,< 1 year,0.0,597.875
8000.0,2007-12-26,major_purchase,658.0,23.25%,908xx,CA,10+ years,0.0,599.3414634146342
20000.0,2007-12-26,NewLeaf,660.0,95.2%,917xx,CA,2 years,0.0,600.7857142857143
500.0,2007-12-26,rexhouston,459.0,12.56%,386xx,MS,6 years,0.0,597.4883720930233
5000.0,2007-12-26,LaRachael,644.0,35.12%,802xx,CO,2 years,0.0,598.5454545454545
13000.0,2007-12-26,debt_consolidation,690.0,29.93%,604xx,IL,1 year,0.0,600.5777777777778
5000.0,2007-12-26,debt_consolidation,701.0,27.93%,238xx,VA,< 1 year,0.0,602.7608695652174
15000.0,2007-12-26,debt_consolidation,682.0,18.38%,908xx,CA,2 years,0.0,604.4468085106383
1000.0,2007-12-26,hottesthottien1,437.0,18.94%,645xx,MO,3 years,0.0,600.9583333333334
1500.0,2007-12-26,debt_consolidation,517.0,12.98%,235xx,VA,2 years,0.0,599.2448979591836
15000.0,2007-12-26,debt_consolidation,665.0,17.66%,681xx,NE,10+ years,0.0,600.56
20000.0,2007-12-26,AECKY,519.0,15.94%,403xx,KY,8 years,0.0,598.24
10000.0,2007-12-26,cadams,672.0,31%,266xx,WV,5 years,0.0,599.56
6000.0,2007-12-26,Sandi,558.0,0%,985xx,WA,10+ years,0.0,596.66
23000.0,2007-12-26,debt_consolidation,671.0,80.9%,591xx,MT,10+ years,0.0,598.4
25000.0,2007-12-26,united2396,469.0,0.28%,077xx,NJ,3 years,0.0,594.04
11000.0,2007-12-26,other,"",100%,941xx,CA,4 years,0.0,594.8979591836735
5000.0,2007-12-26,ucitymo,578.0,1%,631xx,MO,4 years,0.0,598.0204081632653
